DATE,EUR_weighted_return,GBP_weighted_return,JPY_weighted_return,AUD_weighted_return,NZD_weighted_return,CAD_weighted_return,CHF_weighted_return,NOK_weighted_return,SEK_weighted_return,total_return,cumulative_return
2017-03,0.0005591549707961092,0.0006419625354392748,0.0016513532923380747,0.0004753193296527412,-0.0,5.902125741756568e-05,0.00014933705512907395,0.004755479037736688,-0.0005792017392273806,0.007712425739282148,100.0
2017-04,0.0010812039732429506,-0.003118518017175131,-0.0003832533954906461,0.003566416506873943,-0.0019084154809886835,0.0012631848813360602,0.001243971061093259,-0.00017647315811543659,0.0,0.0015681163707763164,100.15681163707764
2017-05,-0.004525755437869949,0.0011120904639110687,0.00029045362220718105,0.0007195013595035086,0.0064538691885669235,0.0010754388563809917,0.003932889026658348,-0.0008585942408687228,0.0,0.00819989283848935,100.97808675954644
2017-06,-0.0021804180144535316,-0.0019235985708639194,-0.003133119772201475,0.005324935874563234,0.0017929609315741034,0.004076130973041758,0.0,-0.0005025637339467038,-0.00288857383525725,0.0005657538524562154,101.03521550114431
2017-07,-0.006933549551690553,-0.0019951811829950115,0.0035747131649358794,0.004108940386151417,-0.0012666932266567725,0.0019131941661992141,-0.001593885785226555,0.0,-0.004279579088272495,-0.006472041117554877,100.38131143209989
2017-08,0.00019872964759733223,-0.0022541897540952595,0.00022186860650155786,-0.0,0.006602668228903167,3.605191475724363e-05,0.0009248461458225202,-0.002497648589798125,-0.001443459091767948,0.001788867107920489,100.5608802583707
2017-09,-0.0,0.0017492457982949837,-0.0047495777402436065,0.0013861824846553201,0.00043437483886881893,-3.444404346605453e-05,-0.0017680231357157907,0.00387134333982286,0.005469015795868712,0.006358117338085243,101.20025813467457
2017-10,0.0007920968203311541,0.0019015689565754443,-0.001736876842522102,-0.0011109067946709129,-0.004936578105562472,-0.0,-0.006304500350806916,0.003913393152244432,0.002910285639256611,-0.004571517525154761,100.73761938106172
2017-11,-0.003068965901521842,-0.003488711013761591,0.0008452925756431428,0.0005711071889089101,-0.00032062101689760554,-0.0,0.0018431272875152709,-0.0009373347196845897,0.0001412188220123246,-0.0044148867777859795,100.29287419723063
2017-12,-0.0008439870688390664,0.0004474041698659067,-0.0004752185295292395,0.0,-0.0018922702703494335,-0.002468002225932105,0.0006554112998409078,0.002432547658200838,0.0009059269553345026,-0.0012381880114076893,100.16869276277
2018-01,-0.004993392721886639,-0.0098096973415284,0.004575216375875819,-0.0032414349982696866,0.001982829079893341,0.0,0.00437728151170283,0.012685199351701766,-0.001958286794943407,0.0036177144625456235,100.53107449127215
2018-02,-0.0,0.006279225116900492,0.004400843684087186,0.0018158678917308169,0.003064617340494045,-0.0020299641521196975,-0.0024049862375608477,-0.002473866052445096,0.005142658127080634,0.013794395718167532,101.91783991477733
2018-03,0.0003987730061349754,-0.002567498488020824,-7.433545048223153e-05,-0.0,-0.0007213597235504649,-0.0010857763300760324,-0.0012850854208154275,-0.0005423359616829835,-0.0013049458782349622,-0.007182564246727951,101.18580848170171
2018-04,0.0010944383259911849,0.003760491329067916,0.003009557781131371,-0.0018959277726918293,-0.0,0.0007235202492211964,-0.001967474135755757,0.0032317019922903285,-0.007283500205733095,0.0006728075635213148,101.25388705896923
2018-05,-0.0,0.0071207472992481785,-0.00039815750781107005,0.00045885746217446186,-0.00025322915141582985,0.0004881540361166767,0.0003563603164942136,0.0021000525723787007,-0.001926581043363886,0.007946203983821447,102.05847109969461
2018-06,-0.0003032708803216834,0.0012773472642320473,-0.0,0.0010927431393115404,-0.0016681143849863944,0.0028266829119707633,-0.0015479963662057329,-0.00030127693535512463,-0.0026166182387125487,-0.001240503490067133,101.93186721010453
2018-07,-0.0,0.0003801673386471827,-0.0019072625698324094,-0.00031362778559877996,0.0015178498850897486,-0.0018113323594987258,-0.00010883065737655713,0.0004122338143166913,0.0015378141225042084,-0.0002929882117486415,101.90200237461045
2018-08,-0.001009065849322337,-0.0006868314230273688,0.0010761887608069334,0.0016060648886555913,-0.0043314420831524186,0.0006028069637242042,0.0,0.00431545312555886,0.004131644241384196,0.00570481862462766,102.48333481564397
2018-09,7.667610174053754e-05,0.0,-0.003811183429350442,0.0005551008714868174,-5.739834451091278e-05,-0.0019433596776693082,0.0016054882394868058,-0.004221367815104401,0.0013443276294621324,-0.006451716424458772,101.82214140118057
2018-10,-0.0,0.0010817688581007284,0.0008874623693996332,-0.0021916482300884848,-0.002328706284357332,0.003910752974267381,-0.0014449705022061398,0.005326016096341053,0.003280972172224568,0.008521647453681407,102.68983379318033
